,Cocktail Name,Ingredients
1112,Cove,"1 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 oz Cynar, 1 oz Mancino Vermouth Secco, 1 tsp Regans' Orange Bitters No. 6"
1113,Margarita,"2 oz Mezcal, 1 oz Luxardo Triplum (Triple Sec), 1 oz Lime juice (freshly squeezed)"
1114,Paloma,"2 oz Chinaco Blanco Tequila, 6 oz Fresh Grapefruit Soda, .5 oz Lime Juice"
1115,Margarita Ahumeada,"2 oz Mezcal, 1 oz Fresh squeezed lime juice, .5 oz Agave Nectar, .5 oz Luxardo Triplum (Triple Sec), 3 dash Habanero tincture"
1116,Yuzu Sazerac,"2 oz Nikka Coffey Grain Whisky, 2 tsp Cane Sugar Syrup, .125 tsp Yuzu-Infused Vieux Pontarlier Absinthe Francaise Superieure"
1117,An Oaxacan Christmas,"1.5 oz Mezcal, .5 oz Green Chartreuse, .25 oz Campari, 2 dash Regans' Orange Bitters"
1118,Im(pear)ed Fashioned,"2 oz BarSol Pisco, .5 oz Pear Brandy, .5 oz House-made Organic Pear Syrup, .5 oz Fresh Lemon"
1119,Spring Fling Sipper,"1 oz Junipero Gin, .75 oz King's Ginger Liqueur, 3 oz Fresh Grapefruit Juice, .5 oz Simple Syrup, .25 oz Fresh Lemon Juice, 1 oz Soda Water"
1120,Potrero Hill,"1 oz Junipero Gin, .5 oz White Peach & Orange Chamomile Infused Sweet Vermouth, .5 oz Cinnamon Wineshine Brandy, 1 dash Simple Syrup, .5 oz Grapefruit Juice, .5 oz Lemon Juice, 4 oz Bundaberg Ginger Beer"
1121,No3,"1.5 oz Hangar 1 Vodka, .75 oz Lemon Juice, .75 oz Ginger Zest, .5 oz Fragoli Strawberry, .5 oz Luxardo Bitter"
1122,No.10,"1.5 oz Woodford Reserve Double Oaked, .75 oz Luxardo Bitter, .75 oz Rothman & Winter Orchard Apricot Liqueur, .25 oz Luxardo Maraschino Liqueur"
1123,The Negroni Bianco,"1.5 oz Luxardo Bitter Bianco, .75 oz Tempus Fugit Alessio Vermouth Bianco, 1.5 oz Junipero Gin"
1124,Match Grip Julep,"1.5 oz H by HINE, .5 oz Jamaican Rum, 1 tsp Cacao, 1 tsp Branca Menta, 1 tsp Demerara, 1 dash Mole"
1125,The Dry Cruise,"1 oz Luxardo Bitter Bianco, 1 oz Lustau Oloroso Sherry, .25 oz St. Germain, .75 oz Lemon Juice, .5 oz Honey Syrup,  top Sparkling Wine"
1126,Red Hook,"2 oz Rye Whiskey, 5 oz Punt e Mes, .5 oz Luxardo Maraschino Liqueur"
1127,Union Jack,".75 oz Luxardo Maraschino Liqueur, .75 oz Green Chartreuse, .5 oz Grenadine 'Layered' Beer Back "
